cap_inc,lab_inc,financial_assets,nonfinanc_assets,weights
0,0,2000,42520,976.323042
0,0,5000,117920,868.600494
10000,0,208000,406000,18.5533965
19800,0,50668,164040,99.8980485
0,22800,18160,55310,2620.406111
4000,0,180000,226000,1288.7223465
22746.6,53075.399999999994,20000,350000,584.42334
0,0,5000,102000,848.26439
5668.2,13225.8,150000,900000,847.764264
0,46656,2500,250000,1104.0779305
0,16800,1247,600000,714.1329465
18072,42000,17000,265000,1932.3795385
0,23988,6000,120969.77,274.511202
0,43200,151991,321638.8,570.5013665
50,52008,45000,275000,1147.1193815
0,34776,3370,130192,1362.0044315
5030,0,42000,100000,36.3414925
14081.6,32390.4,127000,418292.5,838.1883875
7518,10500,315000,9870000,22.7918775
0,0,10000,158507,818.079384
12000,0,21065,204919,1498.3027815
0,18000,15005,331417,626.9382025
2600,0,156000,196008,783.456108
23023,0,81550,1109862.5,26.0054305
4200,32192,60000,116341,574.7832735
0,0,7000,373000,18.5533965
300,0,229290,500000,69.6083535
1200,0,3000,20000,668.3532
0,0,300000,610000,21.0287925
6000,0,250527,90152,12.7524465
53000,42000,250000,2840000,28.9884355
0,0,400,0,2019.85747
3955.5,9229.5,3000,164812,1239.9350665
51332,0,1983000,1022000,21.4512805
4200,0,186000,340557,3431.7497705
381,0,58397,2000,32.417028
35000,62999.99999999999,480000,1902107,21.4512805
182,63696,94300,390658,660.6860915
46200,0,181995,1771214,13.772381
0,79800,8300,634000,1800.5281805
931,28956,27000,196920.48,1597.6649705
0,50400,48000,0,2688.228652
34000,35000,1548000,3936984,26.0054305
0,33600,13000,0,3056.2866525
3600,32400,5000,122600,1122.165854
105,65796,70000,170000,1942.0744305
9219.6,35036.399999999994,62324,261188.5,850.722194
0,0,22400,400000,1183.607753
92000,97800,3399000,1060000,23.0179975
450,18600,64000,0,1999.809946
1,28704,10100,130000,1637.027133
0,0,20000,0,1049.3491275
1,60000,21000,106000,540.289095
0,2700,804,0,1899.9508415
2800,30612,9486,159488,1591.269787
42000,98000,320000,893000,935.24448
0,0,256693,514627,9.9497635
5624.0999999999995,13122.9,13067,25000,823.742822
0,25200,183000,501087,1182.4174135
55500,87500,431000,3032000,20.627228
300,0,808000,676425,20.8259865
2550,40150,30000,196000,2358.6648435
5400,12600,12000,280000,1658.121654
0,26400,23000,215000,1022.34128
8800,21600,1740,117500,2463.901959
23709,0,29500,3082196,32.417028
6160,26640,93000,32000,1250.559888
100,51216,16182,143323,1391.9057455
80,99864,107900,528388,1637.901422
5200,0,1834427,1393202,21.1158285
18246,27700,113977,684823,28.3493925
42500,0,3041161,680000,29.1078815
0,44916,12354,480810,31.3375615
7200,0,2683795,1083097,21.4512805
0,20400,8934,0,1310.403992
21700,71640,73000,4149575,11.254477
2000,0,610000,680304,18.5533965
0,5160,2500,55500,1176.1709205
0,9600,1500,210000,1745.3961005
20100,14000,410000,907518.5,13.7165965
48,0,18000,120000,2640.327547
171302,317800,557000,8852400,49.7780715
0,26400,4000,170000,1666.9027125
36074,0,205124,207568,18.2444775
960,66396,122700,695000,2974.8345065
0,27600,2700,180000,1007.112954
0,21600,87000,601000,1320.9247785
10,111600,17800,258172,1729.499107
0,25920,800,68100,3341.3480845
20910,48790,1556666,2700024,13.4764545
216,0,238000,600000,868.017445
0,41592,3000,132000,1463.975406
39928.5,9166.5,1305000,9979101,15.4115275
0,0,0,72121,6030.0471255
200,27600,53886,0,1466.5931025
0,24000,1000,0,552.8075715
0,56820,38100,230000,1032.38354
0,37536,35106,643781,26.4758485
900,18000,78498,189726,508.053458
371900,0,11358000,4208000,17.6621805
20000,0,196000,1005000,34.6552915
33033,0,533862,660354,27.800999
0,32400,30000,270455,1002.3879115
0,0,10015,51000,2903.6227705
0,47484,782,0,2231.1537065
4578,7181.999999999999,110000,143646,770.8775905
2960,6720,10000,693588,1409.6550165
41400,38268,830000,688583,41.5805255
0,27600,4000,69310.29000000001,3141.871283
9000,21000,20500,430000,2901.201818
39,15600,40557,74658.5,776.680622
0,29400,34000,891316,10531.966337
0,10800,322,0,3118.152423
0,14100,14270,187943,969.6510885
100,36576,73500,700000,1233.9573825
0,0,500,66000,1836.6537725
0,0,9116400,281081,11.45406
0,35160,1862,250000,4882.5816145
2600,0,90000,190000,1788.6018015
631000,0,12905000,29131508,23.161794
0,16800,25000,151000,1909.9814295
5400,12600,3406,77471,6111.824085
2500,0,6600,269253,3633.9724925
0,22788,3000,0,1800.775557
33600,43400,830000,861150.3000976562,26.0054305
0,0,14632,469056,3753.605381
34938,0,1096132,6435191,18.1895885
0,21600,2200,114000,1373.146525
0,0,3079,119843,1267.0922575
417,0,426425,438942.75,1562.3749905
58,26400,36270,138336,3263.410199
0,15600,6765,5450,33.360591
77,41712,84867,146613,1411.5119555
0,0,6000,0,6083.0098555
0,6408,500,0,2886.8022945
0,4200,15000,92040,29.2483105
120000,23796,463800,4152500,12.5349745
43200,144192,160000,4450000,10.5192715
115,0,145000,274107,330.6828335
25586,0,5542,497573,17.133975
16800,0,2500,1384201,26.74006
0,58200,3000,163000,2864.7158005
15000,0,500000,3360000,18.836233
0,25416,33559,127000,1208.725318
12100,28000,490000,1042911.15,41.5276385
0,5748,3500,95230,777.493957
5280,0,235500,646000,54.517456
0,18240,502,151000,2792.719105
0,9600,0,0,3041.332883
34200,104200,1105000,6533000,32.626135
0,19032,4000,300000,1991.7669885
0,38796,0,0,1183.607753
3720,0,40000,306685,1142.1734245
0,2436,9620,550,1714.294101
0,0,6545,72720,1566.4461485
780,16800,189000,160000,1080.648353
7500,42600,1900,80000,27.9563955
6120,14280,177000,90152.5,1701.3249825
12000,0,6000,622729,187.468818
0,33420,11000,179531,1385.738578
0,0,1500,260025,955.369489
5400,34200,4000,317048,1930.2880865
18312.9,71530.1,70456,260000,1562.75202
0,22800,620,120600,990.7792825
76598.79999999999,99397.2,785039,4612349,24.1461765
0,0,0,0,5808.0663625
100,0,1200,54991,1022.2495465
0,24336,200,60000,1626.511906
400,75600,27934,345000,1674.5018845
0,16188,0,140000,1068.946031
0,25200,6000,60101,665.1370635
0,29700,13683,240504,1324.8741795
7200,0,166766,750000,37.890365
0,0,6553,0,1491.548889
0,17820,6164,96962,2532.1033235
0,15600,1030,0,1491.755491
1200,0,500,194583,1946.4168325
3273,0,150,0,1026.325121
0,0,159,2506,765.3830955
23400,37800,82000,940000,615.753881
0,0,600,24040.5,3980.4746465
0,0,600,100240,1681.2327815
1038,0,12000,69116,1969.371761
37000,0,1342000,1331600,3.256719
30100,0,27870,3560000,31.731992
14,10992,26000,413523,1128.557734
0,3360,300205,234060,1355.95625
1133,0,242750,190000,979.224726
3600,0,350,108121,1562.3749905
14800,0,1085000,892024,21.4512805
9100,21000,179000,262283,3502.7524335
50,39000,51000,0,1328.7712835
0,9600,700,90000,2239.9689285
0,39000,14700,220000,1334.6691845
0,0,6000,75000,607.2928055
0,72000,19000,250000,1455.4672335
16600,8400,915000,2160000,49.271789
0,10008,7772,96162,1921.3667665
0,14004,4140,95853,2467.727695
1200,0,2885023,1365000,25.681459
0,0,12000,60101,1306.893786
0,0,18000,8182.68,1732.094046
250,137028,30100,286130,2538.838881
69106,0,3100000,2050000,21.4512805
133800,312200,1100000,26259737,20.686844
0,0,571,120000,1545.5214315
0,0,81457,356309,439.0658105
1800,35280,5000,105000,747.760519
410,0,49000,121000,1135.203087
200,78888,3500,428500,739.4190875
0,0,28000,189304,1566.4461485
7500,44104,42653,477814,2193.1634695
0,0,100000,500000,11.9726725
0,6192,10,0,3735.293941
0,41160,26000,115000,1113.1142315
80321.9,69071.09999999999,589600,1990000,22.771056
0,8760,180304,0,1379.192825
100,45000,97000,110000,5113.1633375
260,57816,73274,102000,1156.5446475
30051,0,623000,1443631,209.5855825
1500,33600,228000,390000,550.2660785
12020,18000,14000,140000,875.2266155
1500,92912,24100,340000,1564.564456
6000,0,5000,466138,1683.6596535
0,0,14000,90000,1306.893786
0,14400,14600,0,1951.4158355
0,0,1000,150000,1582.9096235
0,23220,1000,150000,1717.9532515
8160,51000,1000,220000,41.2589325
6761,60000,397893,850000,108.95481
615,0,20500,120000,1613.9452725
0,0,10000,100000,8046.391998
0,0,45076,100000,1873.8084495
200,38400,97850,200000,3317.4845765
0,0,3000,5000,3146.006129
3,0,36000,147000,1253.360854
6090,0,600000,647227,374.81116
3000,0,2052000,289015,13.772381
16,0,9500,84141,2329.979158
22,66000,127000,251708,2215.8884845
60600,60000,220000,2100000,31.6698735
0,0,0,30000,1357.952022
57983.7,31327.3,362679,3647912.005,28.339446
0,0,500,0,1154.7415125
0,32400,30,90000,5096.7173425
0,139992,1105375,1347725,31.1946255
0,14400,100,131109,691.592774
427,41328,99697,310000,11.551548
300,0,40000,400000,647.583733
11200,0,140202,655050.5,87.645166
0,0,0,24000,1761.6557995
9000,0,626121,861101,743.1277025
0,31800,3883,33000,1806.409977
0,0,50,0,1572.603488
0,2052,5000,258000,3481.1471985
24154,0,75500,7896014,1562.3749905
10,15600,10000,270000,809.073478
320,18204,40000,386500,852.3116085
0,0,15000,27500,1017.3755835
0,62316,5060,140000,2772.911384
0,41568,7435,10001,2568.9355635
86,0,583,224722,35.6867495
0,0,23181,174855,649.258695
0,23724,100,0,3073.8985445
42800,0,36894,1603158.71,1031.782164
64,0,6768,496372,3037.7739355
0,104400,1245700,1600000,26.8685755
8,31200,224909,450986,147.658621
0,0,11000,258435,26.74006
68241.1,18729.9,81634,1384510,937.540412
0,25092,14223,236194.88,4529.71665
12000,24000,614000,1195000,8.520079
7024,0,75000,650000,1629.1063825
0,0,3000,0,2364.223023
900,44796,403650,1200000,642.6908075
228000,237720,872000,3945000,11.2817945
540,21600,28436,95941.8,23.273895
24000,0,22000,820000,3683.498355
0,0,0,30000,1018.2419905
0,52680,27000,322000,4077.1125235
0,0,6000,116034,2306.8377225
0,37200,11900,125000,15120.0571865
13000,0,757000,200000,346.28467
0,65208,36000,193200,1910.3115245
0,37920,10000,37000,2042.1438085
8000,0,20000,6544578,60.658203
0,22200,400,0,1309.806191
6600,0,205731,397000,93.085122
3700,23796,40000,27248,2924.02759
0,0,250,0,1306.893786
0,30000,1000,80000,4144.4895835
250,31992,62600,60000,5224.4221295
19200,0,2990000,2286140,29.1078815
12,10200,187480,5500,1278.261123
0,18204,40200,108000,325.934101
0,30000,10500,286000,1730.7783735
0,0,185000,913538,15.596378
0,32400,0,200000,1586.4314565
0,30864,200,0,3195.4189765
0,35004,18057,350500,1352.649651
0,31908,1293,225000,587.317714
0,0,67626,353500,1704.6332535
0,0,18000,223002,1502.0548645
86500,10500,3432000,5125000,3.744752
50000,0,1400000,660000,39.8103155
1010,21600,236700,216800,1131.515136
45200,0,2650000,3380000,24.207393
5000,14400,43511,254260,2151.511463
236500,9556,61020,46526512,19.5838725
37989,119400,283484,3332168,27.444084
0,0,7000,362256.02,1679.105666
0,0,32000,70000,3956.935531
0,15600,10,0,2235.2793865
9053,21000,49510,72525.75,523.037126
195040,0,460500,400500,1253.360854
43800,0,4070000,3360000,13.772381
0,39000,145000,111000,731.3781875
7200,16800,4000,260000,1576.3757225
6607,60204,51550,267653,3360.403494
24000,0,229000,1255000,12.099
300,0,279000,292595,1253.360854
80,0,3000,625548.1,1674.8467655
2268.6,17533.4,31300,321821.17000000004,1596.3945075
2280,27792,4000,180000,3783.2234185
22087,15119.999999999998,58397,730000,26.4676435
1878.6,4383.4,11119,76038,2568.634531
0,0,3564,105108,776.4927135
7690,0,165000,875000,391.9659385
24000,18600,575500,1275000,59.0579205
100,0,19000,207000,1944.630621
161,0,522195,700202,26.74006
1800,4200,2500,4000,1888.2154
43320,134880,151000,1135872,49.4709215
21050,10500,59994,644796,6.705908
9590.8,16429.199999999997,157800,922715,4.236891
0,20448,7000,145500,2014.7495295
34200,83500,111000,972577,8.741737
0,45144,14914,120000,1564.317089
19381.5,56023.5,13895,309548.7,946.027477
3874.5,9040.5,133000,330469.5,17.373682
0,0,107000,306000,804.958318
0,18000,400,0,3064.06144
0,0,13674,30000,1602.9275935
0,22800,7000,266905,1248.6386825
0,0,5000,301657,3487.070057
10204,0,556759,713783,7.2877435
400,0,71000,300000,2483.572078
200,0,70010,156263,7280.1395445
19,16800,70000,180303.5,1468.3109
5,25068,5500,177000,1144.1717335
0,0,6000,165672,1120.5148595
0,0,4200,75000,862.5237145
5100,25600,30500,0,1516.546444
131,0,162677,120000,29.1078815
0,0,102000,790152,2.4839635
1200,51792,8000,145566,1416.531509
117000,0,3500000,2444000,15.598945
5467,0,119921,184466,203.417125
26800,0,231500,3455000,256.9920695
11250,26250,245000,1890000,13.300398
0,0,600,0,2005.08878
3600,8400,50000,454786,21.1158285
360,0,7000,161373,2755.3141195
8790,20160,260000,688095,32.417028
0,42000,13474,772836.11,1923.4961845
0,25632,2772,60000,2172.4986145
448905.1,347421.89999999997,136000,6740482,22.1299275
0,0,1200,471093,86.9316405
0,0,195000,295455,58.16639
8400,0,73694,1233009,111.526063
120,40800,56000,120000,2319.5738125
0,25800,12000,130000,1111.82442
12000,0,512000,1102839,35.9312815
56000,0,180355,1600000,21.4512805
0,0,50000,24430,2943.3806185
0,22200,600,384648,2101.2569945
7777.799999999999,18148.199999999997,9000,72121,557.557948
128450,150000,942000,941250,29.3466705
0,24972,2420,36061,2482.588533
24920,44880,12200,430978,2316.2331455
10,55596,44000,201871,1616.0824
3000,0,198000,515506,651.0498
0,21576,9228,107911,1914.014561
600,0,112000,400000,43.544078
0,5544,0,28543.01,2639.5362455
19200,0,50000,1864242,25.681459
0,0,3000,272078,1253.360854
6000,0,10,48003,2175.9313615
442,29004,8399,1000,2104.4917715
72457,57600,640000,4910000,21.183492
32339.699999999997,28559.3,1198500,179300,38.54386
0,0,300,78932,2003.496654
0,10632,4000,74916,8295.108309
114880,35000,215000,6905708,84.460726
0,0,5500,180303.25,3434.8081815
24760,43788,75030,9000,2433.473553
0,0,11042,123159,1568.7731675
0,19800,30000,116000,1501.915189
0,0,1012,279906,837.1505735
2240,16060,37000,441500,2665.4692895
0,30000,20825,150253,1438.534013
26600,0,263000,654450,1077.332188
60696,0,1513986,3143691,17.006936
0,12000,80,0,3682.9582035
0,0,130,0,4155.7612875
285000,91000,3550000,4406564.7,15.673433
6000,10800,22044,195421,43.60479
0,12072,127,93000,5389.577994
0,64440,150200,250000,1124.5601095
37000,217800,256183,1750000,41.966088
1600,92640,212306,0,2374.1001315
25,29952,10400,191785,1310.181999
26900,33600,369087,261313,54.517456
22,38196,23000,92123,1393.8236015
0,0,40090,150253,1908.7643435
500,0,5150,0,4544.516794
4210,28440,330751,692342,1129.890392
3538.7999999999997,8257.199999999999,32016,90425,1787.2932645
0,49956,53620,0,3347.105751
5881,13713,25200,651961,586.5090175
2400,30800,44961,1120000,848.9669925
600,0,21200,280700,1629.1063825
0,18000,6989,325262,143.71258
19510,0,620000,225164,47.2558565
0,0,23700,900000,719.6114345
20700,132300,10500,715000,1394.045155
0,0,2000,73121,1952.6509695
3240,4800,40000,95000,457.048637
22800,0,55000,584020,1386.7518875
127000,35000,755000,1651223.25,36.557066
0,0,60,0,1339.7136215
0,30000,11000,200000,1135.4747285
100,48000,16300,180000,806.6266015
0,40092,38500,138233,1536.199512
1800,0,350,188000,1005.457396
7800,0,1400,900000,3239.8988535
24000,98000,87000,1807905,140.659887
5500,52500,115000,300000,1049.5911335
50,0,41000,1160000,44.3093245
1000,24000,7990000,1825000,20.840914
0,0,326,421308,1188.5586995
0,18000,11000,86060.5,2917.6850345
19400,186792,890000,6381823,22.9151585
2700,0,170000,30000,1160.4987785
0,0,152000,245667,1384.774338
0,0,22061,0,1881.915812
0,29184,1550,125000,1876.1048885
1,0,15006,69116.5,1629.1063825
0,12000,1337,0,1652.9822965
0,0,10000,108000,480.306765
0,42720,12000,230200,3692.1010775
5200,0,710,119723.5,177.155661
0,30000,4000,280304,1527.271542
0,0,41933,0,112.148433
9960,0,83000,762000,52.237372
1000,0,501495,1278001.88,7.737833
0,0,2700,106966,3492.58381
700,170532,185738,501500,755.8132015
1200,27600,18000,72121,1969.7697465
6021,0,233008,757275,43.297179
0,0,2400,168000,2640.327547
392075,0,615000,634000,31.0211435
9900,0,4000,767591,1342.946735
5000,18492,450000,348000,23.765931
7380,17220,1200,302000,330.4224995
420,0,30175,70000,2465.2410365
9000,0,220000,955000,59.6169105
222000,52500,9808000,7140000,17.0796625
0,0,6000,120000,1188.7468915
15100,65000,139000,585000,1347.0261705
38901.6,199970.4,38933,500000,437.294719
9639,12600,653000,1279081,21.4512805
3600,8400,2000,0,1853.2254835
10040,109596,15000,650000,1542.540779
9800,22500,26485,604293,507.6376185
938,0,125200,345020,803.28822
303300,378600,60000,3000000,3.182586
15401.2,32002.8,30500,299000,276.337548
0,0,12000,320837,1128.377609
0,0,4,48081,2467.053686
0,0,121655,480769,341.883565
10100,48744,120000,1011000,12.5655665
6,0,24640,536061,4445.759558
186500,420000,381000,1791742,21.4512805
33503,0,72000,1295825,18.5533965
0,0,5000,100385,5318.532239
0,0,194075,1100000,15.108749
0,0,0,0,2665.455773
0,22800,200,0,345.4755635
150,14400,65000,90000,1380.1370715
157000,62999.99999999999,1246000,500000,41.166897
902,11700,6448,120101,1222.7189555
0,0,13,0,3203.6003185
800,16800,6000,249600,1730.267866
0,0,19274,130000,2397.126032
325,0,60547,243972,516.9329145
20,0,9000,0,2540.475096
31767.6,9724.4,64857,372324,2518.269298
0,0,1009,75126.5,991.0885885
0,30600,28800,150000,1516.445466
29563.8,68982.2,17416,292910,501.9875875
14200,8772,476497,250000,2724.553646
0,0,1000,22538,1234.161425
0,0,1800,39994,3987.9958255
0,0,51040,585000,20.988038
0,0,44000,29800,1885.8929945
2032,39320,29000,0,1846.154427
3837.6,37274.4,15223,725501,562.458702
10200,0,206194,1173780,935.340389
23000,24500,361000,1395000,24.248354
0,21432,3454,670975,1922.951616
0,9768,1200,0,3549.111025
3810,91200,155800,250000,755.978466
0,4800,800,0,2689.158159
0,0,2365,0,2264.613435
0,0,18449,190000,1610.3936875
600,0,198012,350000,935.340389
1800,4200,10,600,2912.965342
0,0,448,258490,1253.360854
0,0,1659,1444,1088.125081
0,0,2440,49850,7163.147533
2348,0,168528,1205365,15.596378
118,0,100848,243405,1253.360854
19000,0,1285971,1684783,14.073537
58576,44100,450000,5371465,11.2072585
8800,0,400898,390000,7.893453
0,0,200,0,3826.918499
10980,25620,10000,231000,1316.618985
0,14400,8000,58091,3867.1059695
0,0,100,0,1032.954944
3960,6720,470000,525000,5508.447362
31868.2,85575.79999999999,223500,10635000,33.6991435
15580,4340,350000,6070000,8.3282495
63500,0,866000,1290000,156.884187
15647.4,54510.6,1000,710000,2258.120817
0,0,2000,1824,1077.332188
4200,0,11000,140500,1952.6509695
0,23400,100,70000,11689.4272635
0,28740,75000,40000,625.8593315
6000,0,4360,500000,27.800999
0,0,600,0,1330.2692445
0,31368,6781,166487,362.696179
11400,0,1461000,716036,11.45406
21300,700,500000,981000,341.7290025
0,13512,9009,168253,1469.184103
360000,25200,50000,1323405,15.9143185
0,13236,500,282395,1011.053802
27842,0,1178087,1064000,10.745541
1200,40000,75921,578474,2559.846981
40,16260,19500,140500,1730.267866
13580,67996,140000,637000,1397.1060325
2500,0,936000,536000,47.2558565
0,0,158,1000,4500.898803
0,17436,8710,0,1644.075008
40950.4,9217.6,507309,2265558,8.2749085
8500,27300,34100,784315,5.8260065
0,0,1888,72662.12,685.1696725
12000,0,119369,1047742,1838.194772
3600,8400,21989,353905,2113.74388
180,9600,14000,89000,2292.864447
52340,76860,371700,1691334,9.3180175
0,0,1122,0,2118.1107025
300,0,30000,120202,1253.360854
20400,11200,1197000,1319000,52.360032
0,33600,14600,159836,1883.4393025
0,34800,900,0,2054.446442
0,16320,9192,131800,1331.556054
0,38064,619138,586855,26.0054305
0,12000,8,0,1990.499463
0,0,70000,301869.5,722.645298
22200,0,634924,1009489,8.2749085
0,11748,500,160000,1801.609267
20,135480,71700,250000,1535.413935
200,0,100000,43000,5383.0873865
2400,28800,52000,595000,791.864224
4800,13200,0,0,2448.827354
0,13176,2500,0,40.7317195
10198.8,46201.2,121058,643000.003125,4513.3910925
0,18000,30000,0,1612.837663
180000,0,9050000,1650000,5.639059
0,1920,11027,144242,1830.451828
0,43200,15000,320000,557.945175
14936.4,34851.6,70000,1115000,37.3153235
12,14856,4255,8500,1267.358751
900,0,1079000,0,29.4228755
87000,36864,458000,3514699.5,789.3241745
14520,141600,252000,2415000,6.109152
12000,0,51000,951518,17.4855155
3360,66260,166500,257100,761.9375135
9188.6,42896.399999999994,2200,424214,1003.7502135
15,40800,48387,215000,1391.9057455
46000,0,550000,1500000,14.603755
120,0,86392,92000,876.036982
60400,0,350000,4702000,674.980587
0,37200,4000,160000,4001.536658
1200,0,35000,150253,637.298067
5000,0,33623,258599.5,27.800999
51120,0,1780000,1866000,11.45406
0,0,2500,220000,404.2266975
0,44400,5000,200000,1091.0333145
33348,61680,521500,1221000,31.10812
0,0,14,0,2821.396677
0,22692,5000,134584.33,2021.7736185
0,19512,6500,141081,679.988554
60,140,544,0,5452.167529
0,17268,25100,102000,2004.485108
0,13380,33099,0,6913.9917275
0,0,115,200000,69.668557
4400,17492,411560,606167,32.0532055
0,20148,12000,54000,1671.1132485
300,25200,102500,185000,1089.647577
0,56880,65208,1191173,33.005141
200,38400,25006,220000,2514.152835
0,0,12000,228315,1107.1994815
0,0,15,0,2640.327547
11000,0,650000,1340405,9.9497635
0,0,1184,132223,2640.327547
56000,162000,675000,13127002,4.000196
2103,15360,309500,20000,634.5214895
75729.3,54701.7,12639289,9277689,2.538756
2400,0,7000,427404,2734.273012
0,19620,27000,60000,1597.345353
0,40224,36305,150253,1145.799989
3,48000,15000,100000,2220.1782965
0,20400,3000,181304,794.7431015
45314.1,87924.9,187454,2149616,16.092331
0,0,200,192324,1463.4435125
360,13392,3700,200909,1131.8543955
0,0,10000,20000,3028.831961
0,0,13090,81577,800.312543
17103,38000,50000,422374,2202.0276045
0,11208,3300,75000,3889.265863
3000,22044,4500,240000,2703.6802395
6000,0,4000,350622,2247.886116
5,42192,9000,168534.24,2081.954196
12,0,3300,72238,598.107035
0,0,5000,112500,2281.3645235
0,37200,6200,90000,3007.38192
33160,49440,1560000,7050000,11.9817555
0,0,8600,0,1951.4158355
16335,21680,19040,261500,1343.129498
13024,0,75009,319796,1563.2738155
0,16200,625,40000,1061.0217925
5050.7,11738.3,28334,271800,2206.4591985
0,0,2587000,1150000,21.774512
0,27600,8000,80000,12342.587612
0,0,34500,0,4524.0525145
0,50400,2700,200000,4380.350132
31,0,3053,0,663.602921
7200,41028,16000,63748,2174.5411925
27900,64399.99999999999,103000,135000,886.13745
1,0,0,0,1379.977339
1440,17760,1300,0,1614.991849
66503,0,800000,3625483,9.9497635
11000,0,119419,1074242,1077.332188
0,25956,8000,90000,1514.9042975
0,0,300,60101,3150.611034
32500,0,122204,302201,7.375972
14400,44400,7500,155000,1491.755491
0,30000,5500,0,41.166897
48000,55920,1150000,208010,31.7939425
0,0,700,250000,4540.9553320000005
0,0,1180,160640,3958.5646855
0,0,900,131000,2042.070033
0,0,23,0,1689.4893615
0,24000,5000,118000,1234.161425
0,47712,103200,240000,1622.5919235
0,8400,0,20000,3119.8584835
0,3600,22000,222374,3494.3531735
5500,51600,19200,678000,6014.912998
18000,42000,995000,525000,28.755071
40760,5600,3575000,721500,13.7015335
7500,0,512745,456769,9.3413655
1467,0,4000,77800,963.194003
0,7200,19600,0,1699.1078605
20700,45980,23000,402500,1584.117457
7200,28200,32136,270100,1554.44988
0,32784,7575,117136,913.706679
0,0,12648,70000,2616.4627165
21335.1,49781.899999999994,613000,1424047,24.558154
0,0,200,1500,2462.844534
0,18504,11000,200,2201.4647165
0,57600,395001,505703,32.365962
16000,0,6000,152222,1315.110191
40200,0,760000,851202,26.0054305
12,0,272,180000,1667.8440705
7920,42480,12000,344000,1101.92333
107800,14400,120016,5400000,31.0882885
0,54984,91000,220585,2297.4448495
1728,4031.999999999999,1699,176000,1820.197838
0,5400,825,30000,3130.1954805
13500,67000,70000,460884.56,3600.936017
25500,52068,393267,540000,32.23293
200,36000,108000,115000,924.6306735
0,18000,150,0,1799.2796055
53985,0,3715000,409532,21.1158285
0,0,375,42071,2118.1107025
0,0,2000,78132,1059.2197655
0,0,513,6210,1952.6509695
6400,60000,1020000,90000,8.434652
2400,15600,27633,347645,706.1851915
13150,0,122000,804000,414.808618
500,29628,38000,196000,1202.8222205
1680,31920,400,619116.5,1760.836957
0,5268,87,0,1635.0924515
200,0,33000,613340,21.145522
7200,30000,8610,1032707,2889.8111305
600,0,72003,0,3016.018046
29000,20400,160000,179955,20.681517500000002
28300,89400,273000,1754065,13.141526
0,52800,152500,80000,1217.736441
4648.5,7346.499999999999,1500,220953.25,827.2749575
0,8400,1000,216355,960.1036845
0,27612,24000,120000,4691.0215565
60000,0,7010000,700018.1799999999,11.4014025
0,0,15000,180304,1269.930673
2900,40800,417600,521486,4493.843698
0,0,26900,130000,3676.8446335
187718.7,517386.3,5220000,1754840,15.2010165
117266,315500,94162,1168500,1438.8104645
20189,57800,12000,265000,7141.7283655
0,0,23000,265233,1582.9096235
0,0,0,0,1399.6045145
500,0,680137,739662,26.0054305
0,0,1000,0,1562.3749905
0,21000,3300,125500,1469.184103
0,21600,12000,60000,1787.2932645
0,10800,3193,542347,5246.6181765
27000,62999.99999999999,59652,200000,1070.036815
0,1080,10258,268000,2963.6798765
9071,20160,115337,231354,6264.653684
0,49200,54885,200000,1444.290798
8600,0,493594,474000,31.10812
14953,0,112387,273000,1659.3927015
150,44268,58500,287899,6865.504046
1000,37200,27000,254000,1178.115603
0,15600,8000,120202,2670.8358885
57167.6,72286.4,145761,1548000,126.935114
0,15444,140140,200000,791.372099
38000,0,1075000,960000,2240.640059
19000,58908,128277,1546162,60.732679
77500,111500,5670000,2401000,22.3823425
524.1,1222.9,3000,45000,1771.4441215
11880,30720,18000,340587,926.853115
500,0,398000,260126.5,15.553058
140000,140000,280602,2604000,370.001669
0,0,140000,715496,1097.026814
307,0,43290,20910,1637.661198
61866.3,435436.6999999999,4472026,3480000,23.401471
7100,0,7000,517000,6172.419296
6960,0,220700,786000,181.0650705
3600,27600,186,120000,590.806258
1800,0,15000,128400,1460.2162405
0,22800,450,1000,266.101468
0,0,6001200,123320242,64.3187705
30360,43400,1310000,6526824,9.3413655
37800,56800,397550,1288000,5.5475525
1000,0,119287,500000,1253.360854
11260,25200,65771,410474,3252.1651615
0,37200,0,84142,1417.478531
0,18492,1380,0,3345.0269505
1912,0,135000,1126665,80.5898005
35127,54960,45200,1795000,741.142926
0,0,16500,98259,657.7955005
2450,16956,8000,0,3410.794811
2400,0,277381,1060101,21.1158285
0,0,25,0,2085.6960845
1506000,0,2537000,512000,1346.203949
40,25620,41844,700000,1116.792168
9360,0,7000,221945,855.2230665
0,17220,397,79000,2342.560995
9447,22043,58000,380202,1276.033178
2520,31776,250,174500,1501.6934465
11440,27600,112000,825464,11.1289405
0,0,1000,30000,1365.55007
28000,62999.99999999999,257000,892153,29.390986
85000,0,21570057,851012,17.7101705
0,5544,8500,80391,1427.1795165
3144,12316,64000,345250,40.7317195
9000,0,87500,250000,123.5918155
9960,23240,354506,2867000,617.6456205
20,0,27969,660001,1253.360854
0,45768,58667,387000,3443.621152
50,46800,26000,150000,1689.5579185
12030,0,94000,350000,4137.608379
6277,0,167597,1002011,1398.137526
197000,550000,2440000,3550000,25.8322355
900,0,78500,100000,3509.892862
0,0,1205,60079,1872.9930995
0,0,8238,118978,1629.1063825
0,6000,80,49609,1843.982427
0,22404,24546,236000,1406.878071
8860,24840,48000,679083.5,1121.8261675
58800,0,28000,1529710,34.6552915
